TR:BT549:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:HER3_pY1298,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,0,0,0,1,30,0.7634956793,0.3619327275,0.7291802221,0.168831764,0.9195422062,0.5720925223,0.0983619505,0.296436106,0.3990512331,0.3887843349,0.3432082205,0.3546511343,0.2807310341,0.7328543639,0.8305597387,0.38388449,0.5156789575,0.9469263732,0.3803635594,0.1526162336,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,0,0,1,60,0.0488747968,0.1349206366,0.937559239,0.8311115032,0.6419993055,0.9493901346,0.6497827855,0.5582984915,0.8982999482,0.8968290073,0.462606736,0.7731148123,0.4122731585,0.116760751,0.8183598825,0.6507489472,0.5425824203,0.9666052453,0.3965692452,0.1369507736,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,0,0,1,120,0.7259276566,0.9138135035,0.5172544026,0.9280108567,0.105320183,0.2563851598,0.7640708912,0.0674768031,0.3070438739,0.676120081,0.3678236678,0.8816811425,0.3622057134,0.7460415633,0.9381694038,0.817370524,0.808483509,0.0673441885,0.5767416957,0.7098031164,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,0,0,1,240,0.7013280586,0.6405588373,0.9030687486,0.1694844288,0.2681609137,0.9898654352,0.9879589416,0.0689778462,0.0610511462,0.8283969483,0.6795706196,0.7340920935,0.781392022,0.8097891071,0.0003260963,0.7662662194,0.7936860297,0.4375347937,0.0194015027,0.4648644661,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,1,0,1,0,0.4588908258,0.6587741423,0.2181926421,0.88373732,0.7638437645,0.349808041,0.1253247914,0.1667845823,0.2194711444,0.1100888477,0.5677790319,0.4064322064,0.1354871513,0.7452336812,0.6403892246,0.3741755576,0.501867087,0.3208399428,0.5775800613,0.1132711833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,5,0.582294809,0.6753303313,0.8732193402,0.3878628946,0.8055101556,0.2085223739,0.3644771752,0.9474382626,0.082832937,0.2792273346,0.6517768461,0.6041787456,0.9020695145,0.3371433141,0.0073556928,0.1898624778,0.2766320579,0.1340520584,0.9321960928,0.7008788523,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,1,15,0.3390898013,0.7445577142,0.0826929319,0.3825694602,0.1042529976,0.66582716,0.6762300903,0.8110884176,0.9503953351,0.7676361657,0.4911137483,0.6411050517,0.2896360859,0.5843249804,0.1064211067,0.6465017552,0.1196649411,0.1345851502,0.1068727802,0.1799861375,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,1,30,0.1706254137,0.8421775732,0.4654034166,0.271452924,0.4697587763,0.9733447067,0.3757581712,0.710455693,0.0163706609,0.2160565961,0.3984582349,0.127466836,0.4995579261,0.468952105,0.1067944133,0.0036053045,0.8865977602,0.8059476603,0.7321497587,0.8036680804,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,1,0,1,60,0.3991934039,0.5166571677,0.0219298228,0.8678831428,0.2190618909,0.6226998215,0.8634584915,0.9702455617,0.1146684332,0.0340621282,0.477484209,0.4961919969,0.7835903882,0.0872650345,0.3671090439,0.2828879053,0.9702889911,0.5247642644,0.970522787,0.5139561048,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,1,0,1,120,0.9197771945,0.1518687015,0.80828055,0.7415024572,0.9227079065,0.0635378926,0.291976751,0.9984267893,0.012409946,0.4365518977,0.066587623,0.3104693555,0.6770620627,0.8287174262,0.2396077006,0.6386005948,0.9425263129,0.9442569706,0.6088855387,0.5484383618,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,1,0,1,240,0.2260454373,0.3806642743,0.1792095008,0.4478727301,0.320322632,0.3735095332,0.1334749906,0.9874548067,0.2162273293,0.9368637104,0.4110284872,0.5785744639,0.14981173,0.6859447084,0.3461402017,0.5920745796,0.6381281325,0.9883400766,0.7196656122,0.2078447595,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,1,0,0,0,0,0,1,0,0.3610066962,0.8210194014,0.1653922469,0.7096388578,0.8575438088,0.1662515354,0.6726505144,0.150086578,0.0114275288,0.2620889628,0.9690919585,0.943608937,0.6966194796,0.2673250551,0.2496198354,0.3252892047,0.090590152,0.4098941798,0.3027523257,0.7845888746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,5,0.3245620128,0.1713643793,0.1816034672,0.9443312829,0.2598466677,0.2312780781,0.2025849809,0.9584788045,0.6424492656,0.5697454998,0.7807210309,0.4269396093,0.1290130431,0.9694835646,0.3870643141,0.9889512512,0.0747081149,0.3711878771,0.4590223941,0.5264896327,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,1,15,0.0835821137,0.3299752814,0.6914365633,0.1741178735,0.8780629427,0.0522086333,0.8685151982,0.5304590492,0.5169909395,0.3595530449,0.7290178887,0.0331284412,0.9459462874,0.1837742027,0.4210383704,0.1232358463,0.1824509362,0.2268540924,0.0480286132,0.5710233636,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,1,0,0,0,0,0,1,30,0.5126655336,0.9664719869,0.2137635192,0.244596284,0.1882676168,0.9017563167,0.7511573219,0.0740865174,0.2455421444,0.026838629,0.765650616,0.9294338788,0.8864118492,0.2999409229,0.6400772891,0.7358769864,0.031687662,0.4460309588,0.3853521052,0.4220407587,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,1,0,0,0,0,0,1,60,0.8328648248,0.8062925965,0.2981048598,0.6409291244,0.7591938373,0.7932916999,0.41937965,0.3118209039,0.1937473401,0.5004191923,0.7565808039,0.9249822513,0.5150046129,0.4111848907,0.787552973,0.1566170201,0.724936308,0.2662214376,0.3617163802,0.7211563099,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,1,0,0,0,0,0,1,120,0.9046134985,0.22218793,0.7683351471,0.8086125099,0.0316893001,0.3730143248,0.0002310652,0.89517078,0.0908705781,0.8270149076,0.843270317,0.3583069196,0.6794087459,0.2364891871,0.2699944236,0.4346474114,0.1441588099,0.459096394,0.2875840552,0.0731383112,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,1,0,0,0,0,0,1,240,0.7235959123,0.9997731227,0.5011500946,0.8533710065,0.6423391571,0.8320547054,0.1494637324,0.8347683116,0.3684416654,0.2589824205,0.77015685,0.2599891163,0.9767933578,0.1950553227,0.8439823607,0.8322432181,0.6359268166,0.4329053281,0.8167127359,0.5948619183,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,0,1,0,0,0,0.3829958243,0.0637386975,0.9094648065,0.3981176469,0.5668709128,0.7538345566,0.2738343015,0.0023487557,0.0077929106,0.0458850066,0.9786609287,0.7868596456,0.1254603566,0.7053792796,0.7404683802,0.3599095615,0.7898475587,0.2596234343,0.4505280949,0.8619773645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,5,0.298017056,0.4254831181,0.0578529031,0.1154938087,0.3764095455,0.6218630973,0.872425019,0.6402098462,0.6027013192,0.2464716041,0.1113594426,0.5115822434,0.7522430512,0.1805482537,0.8261019489,0.0762380475,0.5662531266,0.1337145084,0.8066325204,0.4488010606,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,15,0.6917116357,0.4043381521,0.4367519282,0.0802809518,0.2125483794,0.3940931808,0.6012511439,0.8031825751,0.4788547441,0.6607321446,0.3960769412,0.5625271534,0.8270519095,0.5223329179,0.1821922474,0.5569255457,0.3774139239,0.4192284186,0.790172935,0.6525773905,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,0,1,0,0,30,0.8804569268,0.4002928839,0.5722547456,0.3604676201,0.7921568395,0.3592779615,0.3211884528,0.2451307552,0.3081176888,0.3294096911,0.4920606508,0.6847937641,0.7814303269,0.2961718233,0.0654361828,0.2739302242,0.8215861155,0.5068605112,0.2829578732,0.3034731186,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,0,1,0,0,60,0.9245483076,0.1119226439,0.5650671598,0.8289055496,0.1454434801,0.0888524609,0.2842930745,0.0641222318,0.7444444476,0.6594962476,0.2580946183,0.0923965953,0.1908826668,0.4627818883,0.6103502621,0.1320546793,0.3048808295,0.324324555,0.0683092386,0.607439951,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,0,1,0,0,120,0.0812527754,0.4243107732,0.8238165672,0.2146097063,0.4891424504,0.3416770036,0.4353158058,0.2631483194,0.8393492776,0.0130041243,0.0369662213,0.872578967,0.4286413406,0.9252324167,0.7015528093,0.699654849,0.3193730975,0.6846888004,0.0549307282,0.2789023099,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,0,1,0,0,240,0.4826730146,0.6135458827,0.1260988275,0.7910403239,0.0128457469,0.5486705941,0.9037590512,0.1027203613,0.2624319202,0.7180678567,0.974381323,0.9429378802,0.0144567471,0.2158891423,0.1116177128,0.4859049075,0.7849798914,0.443093511,0.6375226393,0.7995623402,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,1,0,0,0,0,0,0,0,0.1282650557,0.9880612858,0.3001167775,0.6546883142,0.1866120248,0.4605474611,0.925105645,0.4837190248,0.5142380613,0.3911188121,0.726425979,0.0965942366,0.3252854887,0.0010088785,0.0958237325,0.1827162508,0.5037364371,0.4356630798,0.4242855812,0.7961691179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,5,0.2529111592,0.2199007788,0.0021220248,0.0261464481,0.4852304569,0.6454523734,0.5052924522,0.4188844627,0.4467741276,0.0335052597,0.1479648304,0.8458825052,0.1347020286,0.9066062431,0.5978337723,0.1012145382,0.2609967319,0.7930235156,0.9055313481,0.9540869034,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,15,0.8839615348,0.3540810779,0.9511073579,0.7857762859,0.8382260767,0.5135208413,0.6275818093,0.381289008,0.3412111456,0.4060154025,0.1478945574,0.9093956149,0.4505174621,0.6800419456,0.8122326104,0.2015843272,0.7324755242,0.8155563697,0.4173208836,0.4443381653,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,1,0,0,0,0,0,0,30,0.1962769132,0.2662418792,0.7662993633,0.9225630453,0.1410569686,0.8144264686,0.7192639268,0.886765115,0.8391418051,0.7163076368,0.7048240991,0.0113411406,0.5722749302,0.5149518053,0.814578174,0.1347460107,0.162949965,0.7521126537,0.1540583275,0.4568828127,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,1,0,0,0,0,0,0,60,0.1213536547,0.291498034,0.7513041622,0.492313131,0.7322169874,0.097183206,0.0239128814,0.4205575148,0.9824925015,0.9213364148,0.3809935224,0.5236827037,0.792023282,0.5220688811,0.0894369651,0.323789154,0.9210752221,0.7892559413,0.5399992638,0.5998171383,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,1,0,0,0,0,0,0,120,0.5436949935,0.1883895415,0.1388648371,0.8340116551,0.691066916,0.4637135606,0.574932502,0.283847869,0.6264645011,0.9840157433,0.0764114442,0.6503452737,0.41973661,0.1029185792,0.7312787053,0.9505450481,0.2222234627,0.5012674531,0.937091368,0.8426218315,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,1,0,0,0,0,0,0,240,0.3146207482,0.0228596236,0.3493195426,0.1313536853,0.0344926198,0.5898174896,0.0465344641,0.048181144,0.1812751706,0.9834208728,0.410840343,0.3851453507,0.5325365443,0.9968804882,0.9038565762,0.5321305606,0.0836087173,0.5551819227,0.6609550649,0.031200453,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,1,0,0,0,1,0,0.3820409151,0.4494041819,0.1513405605,0.7597834712,0.4888572636,0.1871720705,0.4225313883,0.2191659826,0.1230170169,0.896306093,0.1429905541,0.6493020495,0.925704392,0.3589688194,0.4522317872,0.2476857099,0.0737015537,0.6307497384,0.3946574416,0.1872701416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,5,0.7915392629,0.2436401934,0.4967206783,0.9257361807,0.9713904102,0.6113301466,0.4677342613,0.2391760141,0.5799687096,0.8657032096,0.7989201205,0.7628534798,0.8990818377,0.6252425988,0.0706876764,0.4372762532,0.7695516577,0.0979891648,0.2589905422,0.9435943994,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,1,15,0.8391794795,0.8687265447,0.8086522529,0.8327075744,0.1124513794,0.0519419814,0.0226279868,0.029258487,0.3285358034,0.8009609722,0.9302481631,0.5756859814,0.5448333985,0.3933665212,0.2412781551,0.6690877832,0.8176770267,0.2456761819,0.84791216,0.9479221388,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,1,0,0,0,1,30,0.6802363859,0.5286107674,0.6328687934,0.2594011609,0.7432137742,0.5757269485,0.0650740425,0.7023109184,0.2681863727,0.5549788515,0.0047194779,0.6319191487,0.9011239502,0.0076624455,0.7318650598,0.547695711,0.7404255353,0.6157251423,0.9450560749,0.4529843912,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,1,0,0,0,1,60,0.4169220073,0.9141351681,0.6884014977,0.2130217674,0.6385413713,0.8423447018,0.9239563357,0.0076355548,0.5502391038,0.4188721475,0.6500405814,0.2782040039,0.0518267089,0.545284934,0.0404916157,0.6090544943,0.7582487872,0.3049599576,0.3769998373,0.8108325512,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,1,0,0,0,1,120,0.6428898075,0.9739301771,0.6395702179,0.5223147817,0.594182913,0.4997259736,0.5341428639,0.6109206803,0.1805168962,0.1271225066,0.6785324611,0.8398364228,0.8086025187,0.5091103744,0.4245227629,0.8631347603,0.9611949801,0.7669676028,0.0672801845,0.9288792007,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,1,0,0,0,1,240,0.2140814515,0.5854259587,0.7293217262,0.3973571008,0.4986225127,0.4390248877,0.366796469,0.4080895375,0.6784918694,0.6546207431,0.2536228418,0.4268349562,0.3349045794,0.2467789203,0.540215087,0.3806959498,0.4664249621,0.2672290924,0.1815817687,0.672717281,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,1,0,0,0,0,0,0.6172708058,0.1189753827,0.8598457081,0.4791097826,0.5678526593,0.1490570832,0.3639461795,0.2489466748,0.0556884903,0.8639649121,0.8431809129,0.6316223783,0.2286831172,0.0453952747,0.9538278379,0.7489556155,0.786996488,0.0395063043,0.5757476152,0.3723322796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,5,0.6751911458,0.9265325889,0.6269553794,0.9939036396,0.4265042513,0.0282794509,0.1513736658,0.6524597241,0.0340571845,0.2745984349,0.2939587742,0.8334669815,0.8224018076,0.8417297448,0.208905742,0.1566967976,0.4225680837,0.2965617775,0.1858850316,0.405695691,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,15,0.6010234846,0.5935607725,0.1805913729,0.6044784578,0.0762394424,0.756669788,0.1496085986,0.3202770884,0.2865184548,0.8401639374,0.0268603842,0.2701854636,0.348234579,0.0482499176,0.1163320962,0.0581238179,0.9437299584,0.5563649751,0.291448356,0.4388239218,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,1,0,0,0,0,30,0.346309504,0.8836153049,0.5733065463,0.9449086463,0.2905866535,0.7961062359,0.3508020916,0.1036721245,0.077390047,0.0707552443,0.0933071629,0.4008007362,0.1654705954,0.3163204975,0.6462200679,0.3397069621,0.001314398,0.9690744711,0.4616641069,0.6786492007,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,1,0,0,0,0,60,0.3644013683,0.4244759311,0.1635661564,0.4904422151,0.5613350473,0.2935555944,0.3359660957,0.5355648945,0.9005722903,0.3787920751,0.7978849723,0.5542545924,0.028133568,0.7834194304,0.1084110898,0.8171764152,0.9812679072,0.6891247111,0.346977441,0.4650703287,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,1,0,0,0,0,120,0.1714810768,0.6072573859,0.9060517356,0.4379465598,0.6333334683,0.115206746,0.7840278463,0.1648702425,0.8466059471,0.2681694338,0.7114026262,0.4438653568,0.9553697653,0.9724000597,0.9834969242,0.3775476698,0.5701941823,0.7178813984,0.3181657165,0.9532641681,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,1,0,0,0,0,240,0.7953615679,0.0707635825,0.0773427851,0.7726555724,0.930775859,0.375091631,0.4867392116,0.8834387024,0.3956984726,0.1529211788,0.7834067838,0.090384122,0.6802907117,0.5864640807,0.2483440384,0.9726049322,0.3464705544,0.5590291196,0.4599145796,0.3546979821,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,0,0,0.4926669123,0.9247724312,0.3385346501,0.7440665673,0.9777691577,0.8288937451,0.4647980129,0.666457012,0.1692152653,0.6309995799,0.623922644,0.74438131,0.8605621147,0.7780438493,0.6063557201,0.6053185907,0.5575030531,0.5333542078,0.2358949201,0.3390208619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,5,0.3546228545,0.6420794161,0.5806175474,0.4429040675,0.093596546,0.841776582,0.1312525516,0.8477424919,0.4304523133,0.3163748162,0.8254154601,0.0326154493,0.9390935154,0.7276974437,0.8166952728,0.3382361655,0.2997847025,0.8757240026,0.0277520376,0.8958600467,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,15,0.7750612,0.1044996679,0.4752351575,0.0530000525,0.6617349444,0.6652384516,0.8863914709,0.7626610637,0.4162181369,0.9591118525,0.0350225851,0.4297425434,0.6801939644,0.6509867971,0.8300542126,0.9279837223,0.1590728225,0.3930985927,0.658453456,0.5454342583,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,0,30,0.2368048071,0.7002250737,0.8053204862,0.0878218442,0.6027728995,0.9601399759,0.6745574256,0.8070137746,0.7287634833,0.4986739892,0.4054749723,0.0372622795,0.9174237484,0.6646150201,0.4890393325,0.8984246943,0.6652562859,0.458066938,0.1588035627,0.7492837173,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,0,60,0.844833449,0.3958043288,0.530778141,0.7979859577,0.4738178632,0.9431178922,0.835159638,0.6329524437,0.4064736789,0.7386085167,0.2496687553,0.975797753,0.2566916709,0.9387798005,0.7607282561,0.8507064607,0.6842027833,0.208245205,0.8026626005,0.1248771991,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,0,120,0.8165269708,0.0849047508,0.2273103316,0.655582373,0.3562563425,0.1126994924,0.6564879349,0.7104273079,0.9518074571,0.0127556689,0.4808968416,0.522339908,0.8856181344,0.5350812657,0.9151079353,0.2567919171,0.7924093623,0.757273163,0.4085797718,0.4532348181,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,1,0,0,0,0,0,240,0.8462283641,0.2144788676,0.7094849752,0.0323355534,0.4755784416,0.6482874492,0.9839169765,0.6886635391,0.9119850209,0.6053531885,0.8808391275,0.9096299786,0.9200427901,0.3984401184,0.9009749563,0.2854955009,0.3486244377,0.5466920282,0.3273918789,0.0747494385,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,1,0,0,1,0,0.3701868509,0.2487988975,0.1486325532,0.5570668297,0.6710220183,0.4808040517,0.9797898719,0.3209478611,0.9514143165,0.5764513215,0.2806848176,0.3832479213,0.30006344,0.6704576615,0.2142375101,0.7799469104,0.2500747334,0.357388193,0.7460147286,0.6633406136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
