TR:BT20:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,TR:MEK1_pS217_S221i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PKC-alpha_pS657,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-JUN_pS73,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:EGFR_pY992,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:HER3_pY1298,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:PKC-alpha_pS657,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,1,0,0,1,0,30,0.4413681981,0.4247774616,0.3731801254,0.5633221983,0.3355006075,0.5338130614,0.5753912179,0.348445464,0.892166485,0.3828601424,0.4593154615,0.2411276729,0.3227604878,0.5408120298,0.2488001552,0.1256877688,0.6642125031,0.3235424024,0.4555961049,0.8089170891,0.5888473115,0.5351363516,0.7469039911,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,1,0,0,1,0,60,0.4385506903,0.4705885227,0.4117412551,0.5651329807,0.3145962974,0.5259061479,0.5897220909,0.3516474937,0.8400901931,0.398558261,0.4860856816,0.2614295073,0.3241495434,0.524268328,0.296971609,0.1499667673,0.7336654918,0.3490423109,0.4889622402,0.78009887,0.6193773898,0.5852332905,0.7574922909,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,1,0,0,1,0,120,0.4541995404,0.4778118308,0.4026940403,0.6357556287,0.3892378688,0.5897796329,0.6118518606,0.4207494822,0.8784948552,0.3790547355,0.4463976817,0.243374351,0.3442142008,0.6212547218,0.1819575993,0.084732664,0.6793470001,0.386482252,0.5452060527,0.9197067441,0.6215146763,0.4928348726,0.7128352347,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,1,0,0,1,0,240,0.5703818448,0,0,0.5141216547,0.3363233505,0.5728437878,0.5064414945,0.3899683995,0.8561055852,0.5008725003,0.5364391388,0.2965009268,0.291843176,0.509159907,0.1639252865,0.0833466709,0.5930244329,0.3081349907,0.4685159874,0.8046189318,0.8732445878,0.4917182364,0.6501431023,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,1,0,0,0,0,0,0,1,0,0.6035727039,0.1354061484,0.1846520886,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,5,0.5432882431,0.3625938081,0.3492500736,0.5215928348,0.3559295633,0.5629216578,0.5032706714,0.3802893138,0.9029920241,0.2881319129,0.3240257258,0.2357855013,0.2997068042,0.5512299747,0.0315243182,0.0682770459,1,0.3522527486,0.443552097,0.7075715033,0.4439641919,0.3953780776,0.7364143016,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,1,15,0.4770600976,0.5188947429,0.4897109523,0.5291078367,0.3426311568,0.5582271291,0.7687055814,0.3916131593,0.9098730628,0.4013657059,0.4572437759,0.2701348871,0.3312601046,0.616744974,0.0533477741,0.1682364613,0.6887830986,0.2906522105,0.404574332,0.8807609978,0.6442103956,0.4822013177,0.7526240497,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,1,0,0,0,0,0,0,1,30,0.5493970349,0.5124595583,0.4559002905,0.5560633134,0.330516806,0.5749104422,0.6531762443,0.3750397822,0.9085234761,0.3640965856,0.4270251823,0.2560916871,0.3272148905,0.5537281334,0.0615662178,0.3124654078,0.526894045,0.3400956257,0.4202381159,0.752147581,0.5153805304,0.5112778529,0.7295302313,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,1,0,0,0,0,0,0,1,60,0.4348728294,0.5169826477,0.4614773034,0.5078778608,0.302438677,0.5478304074,0.6862438181,0.3896415615,0.8723108596,0.3739155167,0.4387630306,0.2508126116,0.3319968136,0.5331423466,0.0618524753,0.2356621983,0.6736531841,0.3163154327,0.3896792423,0.8256565399,0.6253142606,0.6410266505,0.7202908319,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,1,0,0,0,0,0,0,1,120,0.6342996205,0.8775290876,0.8111036343,0.4680495331,0.3182763513,0.5313342619,0.8647712906,0.341873179,0.8166896916,0.5966019573,0.5400634389,0.4005106646,0.3083515232,0.4690690462,0.0689052126,0.2576591985,0.6417876862,0.2499095751,0.3345279915,0.763672032,1,0.54841968,0.6080415161,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,1,0,0,0,0,0,0,1,240,0.4768941639,0.5922824341,0.4705801133,0.5456196568,0.3548370593,0.5790418181,0.8034113351,0.4477409412,0.8509587837,0.3862243605,0.4700778206,0.3138786945,0.339364487,0.5739864194,0.0783733118,0.2178651606,0.6448672241,0.3283597841,0.4254703239,0.8930692165,0.5948732664,0.5982477702,0.6788826815,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,0,1,0,0,0,1,0,0.6035727039,0.1354061484,0.1846520886,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,1,5,0.4929134867,0.3709240086,0.3475651914,0.5112169925,0.3513880877,0.5514886807,0.46317801,0.3834949623,0.8673089013,0.3223046624,0.3735609813,0.2424603353,0.3102118551,0.5839525005,0.0388804859,0.0597919023,0.602572955,0.3382110873,0.4170241884,0.7346920048,0.5262103363,0.4198626436,0.7346970533,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,1,15,0.484628876,0.3982771898,0.369807848,0.5190322667,0.3260789544,0.5448077401,0.4959027621,0.3898338598,0.855213516,0.3530732996,0.4086327072,0.2435595125,0.3215342077,0.6022853938,0.0375483723,0.0670124545,0.6833799326,0.2720904619,0.4046415293,0.7794391214,0.5826299699,0.4810293574,0.6853146802,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,0,1,0,0,0,1,30,0.4398795302,0.4430810224,0.41081643,0.5214067195,0.2960544925,0.5616644557,0.5781739344,0.401094269,0.8100966497,0.354748088,0.4275929122,0.2385956812,0.3507358106,0.5610130495,0.0418392216,0.0697022096,0.6477931358,0.2600093672,0.4090686291,0.8515065379,0.5957964363,0.6129859261,0.7269603948,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,0,1,0,0,0,1,60,0.6005106229,0.7182233754,0.7277498823,0.4783682356,0.310156788,0.52684761,0.7286398143,0.3893991937,0.8405998416,0.4424875219,0.4688301127,0.2838045913,0.3348159255,0.4996764701,0.0379560144,0.091621125,0.5308985807,0.2160261395,0.3574122836,0.8574071782,0.8478005328,0.6970962642,0.6676967504,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,0,1,0,0,0,1,120,0.4554797474,0.4797212635,0.5080678986,0.504708933,0.3667320209,0.5395325375,0.705995555,0.407902558,0.8914182815,0.4076198121,0.4293309334,0.2763237079,0.3512062282,0.588411068,0.0434948455,0.1014200969,0.5700179616,0.2629152396,0.416484991,0.9156642381,0.5251380445,0.549505076,0.6857643621,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,0,1,0,0,0,1,240,0.4439902853,0.4975250281,0.5122997449,0.5230071681,0.3597974949,0.5804517807,0.666613232,0.4351875951,0.8775930181,0.3974645718,0.4479148642,0.2608394523,0.3471729041,0.5546662424,0.0496746004,0.1105315698,0.5851912155,0.2911171488,0.4135325067,0.927207185,0.4940146002,0.5446775483,0.704708469,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,1,0,0,0,0,0,0,0,0,0.6035727039,0.1354061484,0.1846520886,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,5,0.7404670994,0.1896539558,0.1799796022,0.6037284421,0.3502064219,0.5156320447,0.424150532,0.3678890934,0.8266691418,0.4767615711,0.5336918935,0.2379184021,0.3027877581,0.4914080275,0.1708023702,0.0814807472,0.6280354827,0.5821633603,0.4669451612,0.7097982158,0.5795422359,0.3722684835,0.6719170386,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,0,15,0.5599352253,0.1586085896,0.1583314335,0.6029779639,0.3821429002,0.5476746996,0.5236374979,0.3826378846,0.8230055899,0.4533930629,0.5149216741,0.2259540521,0.3197746286,0.4948854167,0.2148802273,0.0945538938,0.6585605405,0.5542863905,0.511826096,0.7309090488,0.54754882,0.366210318,0.7703558987,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,1,0,0,0,0,0,0,0,30,0.5275222019,0.2208995748,0.2472040961,0.5897833347,0.3100824748,0.5399334695,0.5915339437,0.3755340424,0.8613842651,0.5209492145,0.6253731683,0.2503851961,0.3216897242,0.5508794116,0.2506625159,0.1316637258,0.8087826534,0.4928484256,0.4740274359,0.7593331159,0.6312284849,0.4486451716,0.716507549,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,1,0,0,0,0,0,0,0,60,0.4346195485,0.2267688097,0.2671803247,0.5822159129,0.339263948,0.5424689642,0.7804988815,0.4643633273,0.862714693,0.5022547179,0.6172303784,0.2674725749,0.3329164536,0.6317193921,0.2713648282,0.1380013704,0.7731826806,0.5353440559,0.5347180568,0.900597831,0.6516547629,0.5382747725,0.8171675959,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,1,0,0,0,0,0,0,0,120,0.4709290926,0.2222318591,0.1869729048,0.5666163812,0.3619163972,0.5603370861,0.5840391829,0.397171,0.873982933,0.488552576,0.5414098281,0.2473867214,0.3082144959,0.5486833848,0.1748478435,0.0902688158,0.7411546483,0.462976098,0.5060854644,0.8742550716,0.6397775175,0.5801441845,0.7154654469,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,1,0,0,0,0,0,0,0,240,0.5068814332,0.2142524356,0.2103376361,0.6012046718,0.3522627087,0.5512539201,0.5868354935,0.3807175919,0.8056187257,0.5066418855,0.5522057445,0.2502455913,0.3205844882,0.5885730748,0.1957008304,0.094954777,0.7314771209,0.5334804779,0.5959975366,0.8961112903,0.5793068909,0.5394209667,0.7369253688,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,1,0,0,0,0,0,0,0,0,0,0.6035727039,0.1354061484,0.1846520886,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,5,0.5320991134,0.4356017454,0.3932450653,0.6526574705,0.309243054,0.5338821017,0.8377185867,0.4665708746,0.8280419509,0.7371612414,0.795638475,0.7560536571,0.3658089978,0.5956456383,0.8370986856,0.9162369934,0.8350303929,0.5946925848,0.7514612189,0.8078017885,0.7042937827,0.6015037299,0.746627089,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,0,15,0.5521299176,0.405293362,0.3396068123,0.7811934334,0.3508833553,0.5307166635,0.7522447591,0.5124335433,0.8288639938,0.6454621193,0.7115560502,0.7724377725,0.3447246176,0.6087648288,0.7917325489,0.8824918758,0.7417455985,0.6775122004,0.8822025387,0.7432536546,0.5804210658,0.6841318761,0.7775809581,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,1,0,0,0,0,0,0,0,0,30,0.4941083007,0.4050356577,0.3259609841,0.7988455769,0.3309360804,0.5233257938,0.8094243134,0.50533101,0.9102173565,0.6823646505,0.7826394343,0.664443218,0.3333532697,0.5716318068,0.8087604883,0.8371804358,0.9403491823,0.7322014709,0.9481920873,0.8169624414,0.6252800627,0.6959471274,0.8102425052,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,1,0,0,0,0,0,0,0,0,60,0.5571752363,0.4621860251,0.3806695987,0.9250143457,0.4442928313,0.5364241733,0.7495587407,0.5591380371,0.8917993236,0.7303982287,0.8171004796,0.7842023647,0.3489810946,0.5817198471,0.7838629462,1,0.8382359146,0.8854451466,0.9096807334,0.7360157538,0.6814464793,0.7549098526,0.8477572298,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,1,0,0,0,0,0,0,0,0,120,0.5162787498,0.4270978021,0.3120064889,0.9116689426,0.4318146013,0.5756201723,0.758894435,0.6028629282,0.859772714,0.6531088296,0.7625567751,0.7253030734,0.3605965839,0.6287835707,0.6360335072,0.8359065031,0.8041743486,0.8593286037,0.9237930358,0.7665430924,0.5604810184,0.7754779592,0.9373790048,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,1,0,0,0,0,0,0,0,0,240,0.5647817914,0.3397233529,0.3105803777,0.8332590778,0.4200754613,0.5160135552,0.6535946035,0.5179232601,0.8675816306,0.617553375,0.7100751261,0.6125319888,0.3170332401,0.5928749814,0.5248949185,0.8993586951,0.6997360744,0.755495701,0.7978292234,0.6523262745,0.5272124209,0.6883374231,0.9532150264,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,0,1,0,0,0,0,0,0,0.6035727039,0.1354061484,0.1846520886,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,5,0.5408896107,0.2009822072,0.199200532,0.5461139609,0.3216112644,0.5571539148,0.5159858611,0.3568011492,0.8111035744,0.5005738369,0.6015390847,0.2067817322,0.3406906521,0.5369082112,0.1571437925,0.0840972571,0.7579178669,0.4963936074,0.45896227,0.8405411291,0.6206386202,0.4406262228,0.7345762802,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,0,15,0.4824237401,0.2521015363,0.2235575811,0.5592706072,0.3160366498,0.5841029906,0.6017833432,0.3566746894,0.8324778346,0.5332950312,0.6602666315,0.2052739682,0.3424435001,0.5406654397,0.2247719095,0.1083026156,0.8396969488,0.514154239,0.501713924,0.9689905079,0.6162763185,0.4395183831,0.7599682809,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,0,1,0,0,0,0,0,30,0.5158668214,0.2673077411,0.2632055594,0.6107554281,0.3124832364,0.5539593253,0.6155765355,0.3530247123,0.8146986633,0.521087289,0.6754411444,0.2143895652,0.3217037413,0.5323039652,0.266286416,0.1215764968,0.8099060411,0.5613830208,0.5633065389,0.8490278883,0.5554576339,0.4344883733,0.7747759462,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,0,1,0,0,0,0,0,60,0.587755987,0.275355006,0.2500787422,0.6569624067,0.3069380445,0.5527921642,0.5005967594,0.3568632538,0.7605283094,0.5875820709,0.6913741929,0.2192017575,0.3095931973,0.532293401,0.2048572305,0.0930526151,0.721947139,0.6219033878,0.4950737155,0.7517411045,0.6220751251,0.3765665383,0.7405310268,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,0,1,0,0,0,0,0,120,0.6150652891,0.2546883154,0.2571256667,0.6259638589,0.3106491796,0.559609973,0.4494086315,0.3567077529,0.7416507199,0.5541627329,0.6999029842,0.2251103252,0.3025926261,0.5458113688,0.1766008934,0.08859454,0.5908961626,0.5400565146,0.4802748519,0.6983139524,0.5033989298,0.4197853816,0.7685880062,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1,0,0,0,1,0,0,0,0,0,240,0.6479185021,0.2619885929,0.2459212771,0.5954981105,0.3068343989,0.5664019432,0.4569658361,0.3497593187,0.8409277512,0.6184953875,0.6771542081,0.2381891911,0.3241651402,0.5808977634,0.1992681164,0.107649139,0.6788819091,0.5266763375,0.544806825,0.7556606948,0.4791361173,0.5066981695,0.8251044608,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
1,0,0,1,0,0,0,0,1,0,0,0.6035727039,1,1,0.5978042535,0.3197228616,0.5204135524,0.4678139437,0.3966677962,0.9209362995,0.5256347672,0.6304364779,0.217637747,0.3000416967,0.5111599609,0.1909341452,0.1290035835,0.6648035726,0.4282793262,0.4270094569,0.7418618471,0.6387547838,0.5232718611,0.8045163351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,5,0.6190100865,0.619931176,0.6172397839,0.5622425395,0.275317427,0.8140946522,0.8142707528,0.3202068164,0.838323932,0.6197631092,0.7210765202,0.3916931068,0.3787215163,0.4693032143,1,0.8022450831,0.6875386227,0.2976730363,0.5739739535,0.779282112,0.8713618455,0.5425934952,0.6114214362,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,1,0,15,0.4677580851,0.5120305186,1,0.6846085762,0.3362823374,0.8331515636,0.7443565453,0.34527536,0.9149457482,0.5090235516,0.5911107944,0.2472258461,0.3280095101,0.5719334224,0.709566026,0.6750463265,0.7460956113,0.4096965164,0.8273657839,0.8378819768,0.6531613601,0.4834120341,0.7402573039,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,0,0,1,0,0,0,0,1,0,30,0.4896037053,0.5809943442,0.5123333351,0.7332051145,0.3836441732,0.7779278386,0.7361554624,0.3846241836,0.9112632296,0.4916089855,0.5475737603,0.2430937035,0.3512365904,0.5432440102,0.5590167925,0.3051620148,0.7924112099,0.4992885849,0.842415644,0.8405705435,0.7086244284,0.4551197895,0.7161212441,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
1,0,0,1,0,0,0,0,1,0,60,0.5141130419,0.6227326425,0.5633224828,0.7414849034,0.3701411104,0.741304075,0.6460439956,0.364413812,0.8903829426,0.4915174381,0.5217530961,0.2671862973,0.359551726,0.5757678761,0.4636538962,0.2142232131,0.8019084701,0.507066112,0.75491795,0.8878248176,0.6588854894,0.4521117881,0.8113976717,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1,0,0,1,0,0,0,0,1,0,120,0.6151879485,0.6499856498,0.6181996629,0.6898616738,0.2411347665,0.5505732145,0.5737612779,0.2794638233,0.7456556043,0.5942256113,0.6055811393,0.3228226067,0.266603763,0.4366631345,0.3894725273,0.1863681516,0.7746939969,0.3683050697,0.5297014115,0.6163680522,0.7451876175,0.3617463976,0.6174340641,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
