TR:MCF7:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,TR:MEK1_pS217_S221i,DA:ALL,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PKC-alpha_pS657,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-JUN_pS73,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:EGFR_pY992,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:PKC-alpha_pS657,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,0,1,0,0,0,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,1,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,1,0,0.71361929,0.010025164,0.034966607,0.526681938,0.619576902,0.886735392,0.330843765,0.566794035,0.673472179,0.4978523,0.562617109,0.844654556,0.456249937,0.265163387,0.196587675,0.814669986,0.110031402,0.639769368,0.801514266,0.536153867,0.714261017,0.896669895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,5,0.804134212,0.010711559,0.041357439,0.546817184,0.641578224,0.859357699,0.34235249,0.552288466,0.678135494,0.531628999,0.54513673,0.660636332,0.460148308,0.340631071,0.225816091,0.485489112,0.222242768,0.638877686,0.698219762,0.517457375,0.671773627,0.883998446,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,0,1,5,0.799925697,0.1127951,0.133878114,0.554003293,0.711368377,0.917321192,0.379592215,0.513887117,0.7107917,0.443663395,0.539166712,0.687352291,0.498554439,0.070663827,0.16933327,0.481829324,0.166931156,0.670370587,0.736610896,0.468973044,0.711093078,0.922612635,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,0,5,0.735755746,0.158580061,0.210409072,0.541111293,0.643722494,0.927424716,0.704777701,0.521486195,0.709678152,0.72156629,0.788122305,0.75156018,0.474473712,0.937029311,0.77015147,0.816575684,0.16662288,0.754901516,0.813997762,0.520633793,0.709654575,0.881542079,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,0,5,0.753204942,0.011925652,0.052899592,0.51948432,0.594657606,0.892995598,0.453991266,0.552517956,0.61963117,0.603592333,0.591866565,0.736222855,0.474356628,0.41141798,0.205658419,0.778435219,0.14928347,0.73874108,0.84653372,0.527053866,0.602221668,0.837123057,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,1,0,5,0.734287024,0.323864652,0.550529497,0.570568578,0.653395619,0.902171329,0.994301414,0.57538614,0.71667063,0.730301719,0.738511701,0.877219319,0.490684739,1,0.809887066,0.821300357,0.169401835,0.767627608,0.839114381,0.528665591,0.753118647,0.834964068,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,0,5,0.755039607,0.012384731,0.041384622,0.533768457,0.624858795,0.696049121,0.294393585,0.537152453,0.712666621,0.562127517,0.647813264,0.775414561,0.502241427,0.446042117,0.251398665,0.742822961,0.165138273,0.696876677,0.757988396,0.506908314,0.671244291,0.859675796,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,0,5,0.76313678,0.118656066,0.143654887,0.518738904,0.606644043,0.825111725,0.379009339,0.542908598,0.707854885,0.769349547,0.793620083,0.843093068,0.495399614,0.500326451,0.23213558,0.835931066,0.28097979,0.671402661,0.836275344,0.6114025,0.827981937,0.873162387,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,0,1,5,0.723976767,0.110219339,0.132837265,0.500122642,0.639785972,0.866854737,0.357912766,0.589270032,0.684448464,0.532637043,0.614780308,0.799407889,0.57857499,0.084141407,0.167621835,0.820104489,0.180769838,0.635806846,0.803872689,0.552262032,0.726296553,0.846061548,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,1,0,0,0,0,1,5,0.830409905,0.309691788,0.430382368,0.574211808,0.669989826,0.870213809,0.304551241,0.484281521,0.647485753,0.645826804,0.782106374,0.806662194,0.495732926,0.125404028,0.211719252,0.637042879,0.305501562,0.617042955,0.746601651,0.555625138,0.786528389,0.763167868,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,0,1,0,5,0.728560623,0.074334645,0.113720693,0.482248011,0.625450205,0.921417402,0.512253337,0.559793816,0.644775584,0.474604789,0.53097865,0.664511949,0.483363909,0.311369576,0.226970763,0.729071702,0.10354752,0.647193256,0.889974013,0.475732614,0.800004019,0.919068114,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,0,5,0.776696466,0.321308649,0.39970084,0.538667493,0.653828178,0.899478995,0.774107122,0.516358813,0.697461011,0.801046646,0.863771283,0.829784074,0.471702609,0.923767674,0.737369986,0.800333594,0.207144112,0.78633356,0.842045666,0.530465418,0.854428012,0.884028373,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,0,5,0.695052499,0.010848109,0.040289398,0.474779851,0.577753565,0.942489309,0.371876882,0.532069451,0.699986655,0.549247485,0.590147926,0.726685347,0.491491978,0.39561503,0.222491821,0.824707198,0.170875137,0.69069971,0.874523641,0.563742315,0.887204364,0.917497696,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,0,1,5,0.742090675,0.2409687,0.34996186,0.531764189,0.618915384,0.877836573,0.519350367,0.571964146,0.69231496,0.664438028,0.74335981,0.82456048,0.527036199,0.1128498,0.418821168,0.656904814,0.237344907,0.618876756,0.759503627,0.504190258,0.708304615,0.862837203,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,1,0,0,1,5,0.807722565,0.246701827,0.377841506,0.554347674,0.667800425,0.840981271,0.344775568,0.584913973,0.589671081,0.632429942,0.663724222,0.853187018,0.467473298,0.083486651,0.285672,0.565226219,0.236649268,0.608009206,0.700029689,0.470145331,0.646343056,0.823455613,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,1,0,5,0.76750927,0.194741684,0.25511039,0.520181654,0.61569216,0.847410094,0.538997389,0.479898237,0.759160695,0.595512503,0.708346564,0.762892224,0.467447909,0.294788236,0.191303254,0.824952299,0.231943368,0.638601455,0.789734563,0.657463013,0.737732194,0.892812682,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,0,0,0,0,0,0,1,0,5,0.734157697,0.116567304,0.161151999,0.486559474,0.625267205,0.816110293,0.565102093,0.510319828,0.723567854,0.595197462,0.632661061,0.694356066,0.473898315,0.487874199,0.281911757,0.791644249,0.184203792,0.701341129,0.811858737,0.651715898,0.789931468,0.856843917,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,1,0,0,0,0,0,1,0,5,0.767408966,0.295894051,0.372054616,0.689056673,0.69440214,0.868958116,0.728985823,0.505355669,1,0.777479116,0.819438764,0.635701864,0.502106964,0.974481781,0.581173703,0.809148333,0.343398057,0.933806173,0.797437109,0.75023893,0.724081738,0.936056809,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,1,0,0,0,0,0,1,5,0.722038174,0.194246131,0.262981834,0.523819193,0.668585999,0.958628837,0.459697487,0.538372961,0.640965086,0.53630962,0.576869162,0.79732554,0.494727427,0.097509222,0.352552351,0.479925164,0.179028159,0.696754094,0.71445044,0.415900964,0.605224562,0.95537978,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,0,0,1,0,1,5,0.733237968,0.102829433,0.143968055,0.55868584,0.658928974,0.90129654,0.412258308,0.530558169,0.600216375,0.530940155,0.542079758,0.739906707,0.524141756,0.085876496,0.184184182,0.527878985,0.185542522,0.689244144,0.681117845,0.444269991,0.577424235,0.846711281,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,0,0,0,0,1,0,0,0,1,5,0.76784321,0.142067595,0.19387223,0.576887849,0.69854112,0.894401303,0.36127078,0.532733753,0.665610671,0.50350545,0.580777593,0.704353359,0.464700742,0.093287427,0.16573023,0.485405622,0.211741956,0.658865152,0.650659178,0.444187525,0.737030607,0.871664729,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
