TR:MCF7:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:INSULIN,TR:NRG1,TR:SERUM,TR:AKT_pT308i,TR:MEK1_pS217_S221i,DV:4EBP1_pS65,DV:AKT_pS473,DV:AKT_pT308,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PKC-alpha_pS657,DV:Rb_pS807_S811,DV:Src_pY416,DV:STAT3_pY705,DA:4EBP1_pS65,DA:AKT_pS473,DA:AKT_pT308,DA:BAD_pS112,DA:c-JUN_pS73,DA:c-Met_pY1235,DA:c-Raf_pS338,DA:EGFR_pY992,DA:ER-alpha_pS118,DA:GSK3-alpha-beta_pS21_S9,DA:GSK3-alpha-beta_pS9,DA:HER2_pY1248,DA:JNK_pT183_pT185,DA:MAPK_pT202_Y204,DA:MEK1_pS217_S221,DA:mTOR_pS2448,DA:p70S6K_pT389,DA:p90RSK_pT359_S363,DA:PKC-alpha_pS657,DA:Rb_pS807_S811,DA:Src_pY416,DA:STAT3_pY705
1,0,0,0,0,0,0,0,0,1,0.8720830016,0.0599792729,0.0903121882,0.6114847188,0.683463651,0.7790471103,0.2476384995,0.5912397337,0.6628547636,0.4703781445,0.4839784284,0.588922069,0.4284743694,0.076597242,0.1382336657,0.4189314743,0.1869921295,0.6604319561,0.7080466638,0.4349166873,0.633010194,0.7899990512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.741391883,0.0768175481,0.0989107463,0.5367629623,0.5961238158,0.8135203406,0.3051023887,0.5634582323,0.6384061272,0.5121900221,0.5753100997,0.6759928723,0.43114315,0.0731352232,0.1493151234,0.5962110529,0.1710946909,0.5963413304,0.7630300962,0.4836794591,0.6767044348,0.7984329352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7630364922,0.01287913,0.0341726893,0.5175068186,0.5716788663,0.8774195324,0.2812188953,0.583209095,0.7101719272,0.5073572833,0.5592056556,0.7498284198,0.4141512687,0.2814275285,0.200881115,0.7569838508,0.1423628056,0.5547634933,0.7014450018,0.5394805049,0.6821945492,0.79287184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7487365843,0.009272473,0.036976649,0.5633699583,0.6782118489,0.8857219176,0.2496138345,0.5241519543,0.6822687302,0.4971879752,0.5627310179,0.6648046642,0.4389315549,0.2561046355,0.1795254281,0.6224433884,0.1408669033,0.6545942299,0.7215010236,0.4964901527,0.7697044827,0.8536693435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.9221822733,0.0116143802,0.0396813091,0.6004748019,0.636529859,0.7838575021,0.2810642286,0.4068807449,0.5432114364,0.4683541675,0.4441862585,0.5948678518,0.2991976582,0.2735345496,0.2124786388,0.4524163846,0.1809659991,0.5458019496,0.6911993276,0.4742099786,0.7502034195,0.6731524005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.768739404,0.0109151121,0.0345883081,0.5551041958,0.5904915855,0.9128503112,0.3410876185,0.4891410674,0.6471001572,0.5087749761,0.522768939,0.7279033775,0.380046935,0.2231872144,0.1814742649,0.7892002893,0.1291855356,0.6019351608,0.7727321746,0.5512037307,0.7369668297,0.8748207745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.8745298871,0.077073951,0.1304308895,0.4983970002,0.6389550918,0.8540404988,0.4450332969,0.5399628823,0.6430316328,0.4785198607,0.5297556739,0.6089348553,0.4040768602,0.4844981006,0.3131248163,0.5090096505,0.1615444074,0.6190715449,0.779587667,0.4590184976,0.6451638608,0.8149855516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.8522597907,0.013904755,0.0668127921,0.5382398098,0.6799997295,0.8691803922,0.4677163266,0.5461975549,0.581946948,0.5456048255,0.5737261833,0.6628369153,0.3953831194,0.3810703032,0.2696779169,0.5341945569,0.1658885814,0.6376524356,0.7335686645,0.5246116103,0.6491760219,0.7812212972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.964638322,0.0155993275,0.0582193682,0.471503729,0.6336388552,0.8833478361,0.4383693733,0.5548951455,0.5987614239,0.5443134497,0.542137968,0.5734043775,0.382598536,0.4592007583,0.2809984537,0.5561703965,0.161546014,0.5675559531,0.7133937998,0.4609160006,0.7302892065,0.7762004974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7925087963,0.0617420012,0.1013863735,0.4978069862,0.654102073,0.8514960087,0.4223037667,0.5514265681,0.6098351346,0.4473449677,0.4708812696,0.6509332478,0.3980976557,0.216634465,0.1781971257,0.6158036212,0.1137186631,0.6419348117,0.825359227,0.4794893477,0.5929141229,0.8565044244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.9888869947,0.0708330133,0.1191483079,0.5399566491,0.5426224322,0.8638425504,0.3917188154,0.6078960384,0.5804809982,0.4934385476,0.4225031487,0.6523753599,0.3730967933,0.233148143,0.206881048,0.561838036,0.1623607,0.6075194661,0.7091411574,0.541291129,0.6430306929,0.8742411386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.9121374852,0.0092702875,0.0569858002,0.5284424677,0.6327393034,0.8568872438,0.4796956803,0.5350453562,0.6186454269,0.508859033,0.5594206236,0.7884344465,0.3909253031,0.178781653,0.1571595849,0.5618399657,0.1496239681,0.6422042397,0.7127463442,0.5617038778,0.5646558652,0.7664574559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7697891906,0.0092561733,0.0344594349,0.5384941492,0.58016442,0.8806173284,0.3303493591,0.5140072023,0.6753716051,0.4997158368,0.5585378617,0.7250623616,0.3986912534,0.1944659953,0.1920897939,0.7219114553,0.1277373326,0.6452422178,0.8478621744,0.5639466153,0.7088882087,0.817606038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7571245526,0.0076971729,0.0341206657,0.5758390614,0.6845345874,0.8656513725,0.2530627731,0.6350289879,0.6280225494,0.3975193726,0.4984609753,0.6911731693,0.4698645226,0.2045665784,0.1939918697,0.4695695371,0.1422254479,0.7105574264,0.7645571576,0.4548402972,0.6611720696,0.8437813081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.8099677645,0.0569425144,0.0860603124,0.5700928992,0.6668588969,0.8075800028,0.2421986061,0.6111631318,0.6044765044,0.4794820227,0.551346919,0.6793017269,0.4383734963,0.0858236364,0.1265190179,0.4724170065,0.1933344132,0.6470687087,0.7587684182,0.4828899846,0.4703609851,0.862622619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7809090551,0.0604526707,0.0828869726,0.6070988251,0.6472365632,0.8433356181,0.2431988207,0.5880963947,0.6492498921,0.4710336923,0.5593259406,0.6739743049,0.4646942189,0.1037348483,0.1325703062,0.5348267511,0.1834795641,0.6491597548,0.7254494215,0.5115713972,0.7581257974,0.7449619569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.8235040649,0.0116245367,0.0479173335,0.5320850321,0.6309998471,0.8959792644,0.4066966787,0.5824602183,0.6231648821,0.4769828957,0.5301465236,0.6155742611,0.4074309818,0.2159417382,0.18084542,0.5840402756,0.1365004804,0.6434203658,0.7977966688,0.5277504515,0.6370703704,0.8262321225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7834455927,0.064150509,0.1101968985,0.5160229675,0.6596362095,0.8712305586,0.4330322833,0.5321147465,0.613122329,0.4354616336,0.4990082172,0.5972135676,0.4007244671,0.2249547494,0.1877328667,0.5928675147,0.1092337895,0.6573499271,0.811211174,0.4840665633,0.539812658,0.7948894423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.8624325719,0.0640616377,0.1068301217,0.4803354163,0.67377775,0.8902832268,0.4412935197,0.5949049448,0.6207805093,0.4672560001,0.5050681507,0.6438638014,0.4128748103,0.2207153823,0.1806553556,0.568941247,0.1278087103,0.6354059217,0.8249544417,0.5014565046,0.6421707529,0.7828063955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.828864616,0.0094588423,0.0474033204,0.4524681324,0.6138071143,0.8540516634,0.4711496339,0.5657177402,0.6316282893,0.5257890198,0.5732480007,0.7032558154,0.3870295554,0.2125929412,0.181541768,0.6934624328,0.1480164279,0.6275283738,0.7962868513,0.575456487,0.5566955891,0.7690265861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7795758177,0.0108004242,0.0480096545,0.5265481635,0.6627627317,0.89679256,0.5373779015,0.5340818099,0.6626589858,0.474081221,0.505200761,0.6621600125,0.417819142,0.2551534901,0.203201511,0.6799827891,0.1448327021,0.6340245946,0.9003262455,0.5164042803,0.6983936257,0.7893749419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7125075311,0.0106246131,0.0387050123,0.5085926621,0.5830267068,0.9435434914,0.4038415972,0.5232501892,0.6709179926,0.4838364332,0.5689888969,0.7089280446,0.4478580928,0.1795595484,0.1662325517,0.7965136111,0.1281841518,0.6610772258,0.9075706974,0.5145055669,0.8934856777,0.9211140218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.6908429542,0.0090627082,0.0380054261,0.4890143405,0.5612858097,0.9810159865,0.3628553899,0.5465635995,0.7039485309,0.5397254482,0.5444409476,0.745238744,0.4229772777,0.1482461891,0.1510639373,0.7658597697,0.1345535933,0.6469802357,0.8613370937,0.5700338079,0.7468416357,0.8660334571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7678471092,0.0811459255,0.1160858518,0.5353104137,0.5772608482,1,0.4668116339,0.5247917108,0.65671393,0.5486656481,0.5859246358,0.773716207,0.4156272756,0.0916009302,0.1420172418,0.7531896769,0.1404890904,0.6614597524,0.8858978169,0.6116495727,0.7062914093,0.9056197903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.6816591938,0.0796466163,0.1101297256,0.5039977365,0.5448721808,0.9955030036,0.3602741674,0.5045738826,0.6685501143,0.5168972958,0.5544654251,0.7861519233,0.4849349098,0.0745027677,0.1393651786,0.7983627254,0.136706694,0.6106403985,0.8044770173,0.5809343455,0.748149844,0.8012432296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7082336455,0.0103701842,0.0368491796,0.5264039677,0.5877278766,0.9627881242,0.3469490911,0.5397329614,0.6677158501,0.5179990074,0.5961719577,0.7679167454,0.4073673371,0.1812470211,0.1682438105,0.7789238648,0.1526161057,0.6883379455,0.8221663812,0.6179851872,0.6417377121,0.8663754268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7724190838,0.0096064199,0.0352232214,0.5762323205,0.6026007795,0.9398236906,0.298466556,0.5026862932,0.7133441755,0.4970693298,0.6206578051,0.7694521969,0.4241802483,0.2079056382,0.1779685169,0.734441489,0.1624664633,0.6450673929,0.7536878231,0.5523099535,0.7376951921,0.8539636501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7555719399,0.0111220078,0.0346475201,0.5578687569,0.5732528352,0.8826656776,0.2884171436,0.5155166108,0.6942284882,0.4916515212,0.5586765613,0.7057111695,0.4236515435,0.160829915,0.1464555923,0.8103288281,0.144599282,0.6667253616,0.825929859,0.5717848271,0.7632619027,0.8731676308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7285660012,0.0114330323,0.0453996867,0.5535745184,0.6223051404,0.9386949299,0.3576657108,0.527767088,0.7160932493,0.5093810403,0.5895988829,0.7178195687,0.4045682004,0.1687771553,0.1591824932,0.7990832822,0.1531059103,0.6445157371,0.8339310983,0.580091499,0.7792370035,0.8594294684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.6863485799,0.0713185287,0.1116895273,0.4790979583,0.5895465588,0.839022408,0.6038439161,0.4728253271,0.7212818982,0.4957938406,0.5500568735,0.6698187758,0.5331369903,0.4851038182,0.2832898725,0.7181692442,0.1495182883,0.6417420692,0.7244379562,0.5847390944,0.7343724259,0.8464648146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7249641836,0.0097301156,0.0530077283,0.5073671794,0.5929279937,0.850450686,0.558544108,0.5139191476,0.6887880748,0.5207170649,0.6091319079,0.7056985423,0.4360115199,0.4814698873,0.2492413828,0.6874790716,0.1809418863,0.69449469,0.681442312,0.5833280987,0.8352042879,0.8940110152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.8005190252,0.009479327,0.0516905865,0.5699571335,0.6416248378,0.8217431809,0.5976488776,0.482387014,0.6780000384,0.5268846514,0.6090922384,0.6520984583,0.4650698298,0.4553440735,0.2688139011,0.624074274,0.189957759,0.6167725454,0.7112225222,0.5738718416,0.7393352237,0.8468886044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7950942199,0.0076804606,0.047221264,0.5339025783,0.6649099282,0.8185397248,0.3567041709,0.515251494,0.6554071333,0.5541299336,0.6109256464,0.6339569218,0.4418150442,0.3742983739,0.2377984817,0.4892705422,0.2698813259,0.6091637566,0.689420255,0.6387229614,0.7054859006,0.8168333151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7888187692,0.0123021296,0.0486858699,0.5964834926,0.6282491404,0.8542809432,0.4921534796,0.4727176164,0.6582190288,0.5335638394,0.5991569768,0.6162753033,0.4693666396,0.407563737,0.2378787905,0.5913654558,0.2102975446,0.6413675045,0.7317268282,0.5574008291,0.7739164408,0.8117109296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7810440585,0.0686075049,0.1116287017,0.5992972836,0.6390061358,0.8499175341,0.4533510008,0.5287374923,0.7338202921,0.5721160071,0.6088893883,0.6730480591,0.4672814855,0.4549420787,0.2775653197,0.5302992565,0.2108022843,0.6114673685,0.6634043822,0.5863162489,0.7049946694,0.8841839054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7512127148,0.0609290456,0.0955283934,0.5159858313,0.6083890395,0.8632028373,0.4719251711,0.499950888,0.7328707242,0.5584676239,0.5865207866,0.6493565913,0.4569296623,0.4964250976,0.2694839599,0.5736526324,0.1871944323,0.6424475504,0.6789820557,0.6071904964,0.8567701688,0.8572291885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7418135579,0.011657538,0.0506740756,0.5093562937,0.5782060547,0.8368641286,0.4585601643,0.5409458735,0.7335391988,0.6084633104,0.6568314727,0.7403588642,0.5006962073,0.4039504429,0.2379061635,0.8225952669,0.1941084234,0.6564683364,0.7216716824,0.6284011559,0.7751842029,0.8861962927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7984697704,0.0111886845,0.0501333077,0.5855381716,0.6152333666,0.794534331,0.4816476521,0.4690790732,0.6505461969,0.5553495815,0.6661837108,0.7258771921,0.4485335357,0.4842212971,0.2576688892,0.6296979795,0.2403514776,0.6580829697,0.6364728743,0.6237377185,0.6508404579,0.863463622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7774506721,0.064655917,0.1131686857,0.4753240246,0.5236131727,0.8245168493,0.6023186503,0.4598696054,0.7519746655,0.5409113945,0.6293516104,0.7135191134,0.4493616596,0.4437508009,0.2367762987,0.7523730825,0.1686294161,0.6616484924,0.7119974361,0.6615202598,0.7755787039,0.7757210474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0.7604294876,0.0534935224,0.0927530838,0.5020400674,0.5585329346,0.7994756699,0.5742226698,0.4743971856,0.6777310112,0.5257279064,0.5890439322,0.7669621873,0.4462781239,0.4783904971,0.2519939075,0.6738739811,0.1641402153,0.6414975611,0.7106681746,0.6309216155,0.6902206426,0.7838799897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.743666126,0.0118632773,0.0519990799,0.5078509121,0.6092017931,0.8486100174,0.4767400035,0.486530554,0.6977385118,0.6055747066,0.6747452679,0.7847791711,0.4196551837,0.4051067119,0.2450341903,0.7137915219,0.1977857798,0.6542725923,0.6673390486,0.5950548712,0.6727378163,0.8296997902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.6988383405,0.0136840126,0.0523510827,0.5042564404,0.5682354981,0.8032190819,0.5211288828,0.5429463849,0.6598816895,0.6013815403,0.633197884,0.7623745319,0.4539886708,0.4498882762,0.2607634795,0.7387833401,0.1836647778,0.6248592765,0.7342468843,0.6779352268,0.8338357192,0.8350790216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.8374890431,0.0116062847,0.0452241634,0.6206256362,0.6263717045,0.8133941067,0.3619364064,0.5333742606,0.7102939296,0.5170488973,0.6065073282,0.6969397273,0.4578458568,0.3417310524,0.2382311719,0.4474667103,0.2061502454,0.6350958408,0.6602123139,0.4845883053,0.7461492126,0.7956805224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7183126589,0.0110301721,0.0459271318,0.5586633923,0.6059711873,0.8369737236,0.3197271875,0.5936141844,0.6618934308,0.525754788,0.5432377759,0.7429371657,0.4460895191,0.3593360895,0.2500831194,0.4881288867,0.1699773669,0.6959933139,0.6629199669,0.4864078358,0.6679111511,0.8367008178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7424728903,0.124643719,0.1512991051,0.5700368234,0.6219074107,0.8552937356,0.427336995,0.5149328698,0.7046159291,0.5180444176,0.5557010161,0.7175091022,0.4596888377,0.0769050964,0.1565815351,0.5711444119,0.1761183627,0.640036929,0.7910075311,0.4613302346,0.6593047866,0.8585366959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0.7444894651,0.1114788663,0.1424243312,0.5569028705,0.6389563092,0.8341962046,0.4252824874,0.4722427273,0.6793043378,0.5039007372,0.5695037814,0.6673417961,0.4435433292,0.0818784026,0.1587861379,0.5357641184,0.1813923292,0.6759209778,0.7211261012,0.4922801094,0.638992672,0.8551967324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.7473763328,0.0180222177,0.0502744219,0.5496916016,0.6491078021,0.8677759962,0.4599629349,0.5036402449,0.7204120953,0.5251724608,0.5958724861,0.6783750539,0.4887442604,0.4360916099,0.291846982,0.5979181863,0.182083638,0.6693747959,0.7465966881,0.4598773751,0.7330859831,0.9134313309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.735478462,0.0144655587,0.0479243327,0.5724704591,0.6139130855,0.8586487633,0.4418364526,0.5748109725,0.6718985797,0.56089047,0.6250735594,0.7185764136,0.4833505054,0.4305846299,0.2730878892,0.5779191839,0.1912453799,0.6604211439,0.8162567964,0.5230705706,0.6931327604,0.8293845085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
